match_id,season,team1,team2,runs
501256,2011,Mumbai Indians,Deccan Chargers,260
1304052,2022,Kolkata Knight Riders,Royal Challengers Bangalore,260
501226,2011,Chennai Super Kings,Pune Warriors,259
1304085,2022,Rajasthan Royals,Royal Challengers Bangalore,259
598039,2013,Sunrisers Hyderabad,Mumbai Indians,259
829727,2015,Sunrisers Hyderabad,Rajasthan Royals,258
501219,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,258
598053,2013,Pune Warriors,Kolkata Knight Riders,258
1082633,2017,Royal Challengers Bangalore,Kings XI Punjab,257
1254092,2021,Delhi Capitals,Kolkata Knight Riders,257
597998,2013,Kolkata Knight Riders,Delhi Daredevils,257
501266,2011,Royal Challengers Bangalore,Chennai Super Kings,257
1082650,2017,Mumbai Indians,Rising Pune Supergiant,257
1254106,2021,Kolkata Knight Riders,Rajasthan Royals,256
1359502,2023,Kolkata Knight Riders,Delhi Capitals,255
980967,2016,Sunrisers Hyderabad,Gujarat Lions,255
548376,2012,Deccan Chargers,Royal Challengers Bangalore,255
1136595,2018,Royal Challengers Bangalore,Chennai Super Kings,255
1359518,2023,Delhi Capitals,Gujarat Titans,255
548373,2012,Deccan Chargers,Rajasthan Royals,254
548361,2012,Rajasthan Royals,Chennai Super Kings,253
501247,2011,Royal Challengers Bangalore,Kochi Tuskers Kerala,253
548335,2012,Deccan Chargers,Kolkata Knight Riders,253
1082624,2017,Rising Pune Supergiant,Royal Challengers Bangalore,253
336006,2007/08,Royal Challengers Bangalore,Kings XI Punjab,253
336010,2007/08,Kolkata Knight Riders,Royal Challengers Bangalore,253
1422132,2024,Mumbai Indians,Rajasthan Royals,252
598020,2013,Delhi Daredevils,Chennai Super Kings,252
1136564,2018,Rajasthan Royals,Sunrisers Hyderabad,252
729309,2014,Delhi Daredevils,Mumbai Indians,251
1136585,2018,Sunrisers Hyderabad,Kings XI Punjab,251
548328,2012,Kings XI Punjab,Kolkata Knight Riders,251
548358,2012,Pune Warriors,Rajasthan Royals,251
1216533,2020/21,Chennai Super Kings,Rajasthan Royals,251
729313,2014,Kings XI Punjab,Royal Challengers Bangalore,251
392195,2009,Kings XI Punjab,Rajasthan Royals,251
980985,2016,Mumbai Indians,Kings XI Punjab,251
501251,2011,Kings XI Punjab,Mumbai Indians,250
598014,2013,Rajasthan Royals,Kings XI Punjab,250
598021,2013,Sunrisers Hyderabad,Kings XI Punjab,250
1254078,2021,Punjab Kings,Kolkata Knight Riders,249
981001,2016,Gujarat Lions,Kolkata Knight Riders,249
598065,2013,Sunrisers Hyderabad,Rajasthan Royals,249
336012,2007/08,Royal Challengers Bangalore,Mumbai Indians,248
392219,2009,Delhi Daredevils,Kolkata Knight Riders,248
1359484,2023,Sunrisers Hyderabad,Lucknow Super Giants,248
548370,2012,Mumbai Indians,Kolkata Knight Riders,248
980901,2016,Mumbai Indians,Rising Pune Supergiants,247
419163,2009/10,Chennai Super Kings,Deccan Chargers,246
1254107,2021,Punjab Kings,Sunrisers Hyderabad,245
336017,2007/08,Kolkata Knight Riders,Delhi Daredevils,243
598022,2013,Kolkata Knight Riders,Chennai Super Kings,243
392226,2009,Delhi Daredevils,Kings XI Punjab,243
548371,2012,Kings XI Punjab,Chennai Super Kings,243
501218,2011,Mumbai Indians,Pune Warriors,242
1216502,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,241
598059,2013,Delhi Daredevils,Kings XI Punjab,241
1254071,2021,Punjab Kings,Sunrisers Hyderabad,241
392222,2009,Kings XI Punjab,Mumbai Indians,241
729307,2014,Kolkata Knight Riders,Kings XI Punjab,241
1216498,2020/21,Kings XI Punjab,Sunrisers Hyderabad,240
598023,2013,Royal Challengers Bangalore,Rajasthan Royals,240
829801,2015,Delhi Daredevils,Chennai Super Kings,239
501248,2011,Kings XI Punjab,Pune Warriors,239
501234,2011,Kolkata Knight Riders,Kings XI Punjab,239
548351,2012,Pune Warriors,Mumbai Indians,239
336029,2007/08,Chennai Super Kings,Royal Challengers Bangalore,238
548375,2012,Pune Warriors,Kolkata Knight Riders,238
501262,2011,Pune Warriors,Kolkata Knight Riders,237
829767,2015,Delhi Daredevils,Kings XI Punjab,237
1359522,2023,Rajasthan Royals,Gujarat Titans,237
392186,2009,Kings XI Punjab,Kolkata Knight Riders,237
733989,2014,Rajasthan Royals,Sunrisers Hyderabad,236
1178428,2019,Rajasthan Royals,Delhi Capitals,236
392200,2009,Kings XI Punjab,Mumbai Indians,235
1254109,2021,Sunrisers Hyderabad,Kolkata Knight Riders,234
1304078,2022,Punjab Kings,Delhi Capitals,234
734039,2014,Kings XI Punjab,Delhi Daredevils,234
392215,2009,Delhi Daredevils,Mumbai Indians,234
1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants,234
1178394,2019,Mumbai Indians,Sunrisers Hyderabad,232
598057,2013,Kolkata Knight Riders,Royal Challengers Bangalore,231
729287,2014,Royal Challengers Bangalore,Mumbai Indians,231
548319,2012,Kings XI Punjab,Pune Warriors,231
1359534,2023,Royal Challengers Bangalore,Rajasthan Royals,230
1216521,2020/21,Chennai Super Kings,Mumbai Indians,230
548308,2012,Mumbai Indians,Pune Warriors,230
598000,2013,Sunrisers Hyderabad,Pune Warriors,230
598010,2013,Delhi Daredevils,Sunrisers Hyderabad,229
548364,2012,Chennai Super Kings,Delhi Daredevils,229
336039,2007/08,Chennai Super Kings,Kings XI Punjab,228
598055,2013,Pune Warriors,Mumbai Indians,228
829815,2015,Sunrisers Hyderabad,Mumbai Indians,227
598018,2013,Pune Warriors,Sunrisers Hyderabad,227
1426312,2024,Sunrisers Hyderabad,Kolkata Knight Riders,227
548306,2012,Chennai Super Kings,Mumbai Indians,227
829771,2015,Royal Challengers Bangalore,Kolkata Knight Riders,226
1304103,2022,Gujarat Titans,Lucknow Super Giants,226
419155,2009/10,Chennai Super Kings,Delhi Daredevils,225
501202,2011,Pune Warriors,Kings XI Punjab,225
980913,2016,Delhi Daredevils,Kings XI Punjab,224
419149,2009/10,Delhi Daredevils,Kings XI Punjab,223
335986,2007/08,Kolkata Knight Riders,Deccan Chargers,222
548316,2012,Delhi Daredevils,Chennai Super Kings,221
1216535,2020/21,Delhi Capitals,Mumbai Indians,221
501225,2011,Rajasthan Royals,Kochi Tuskers Kerala,220
1178398,2019,Kolkata Knight Riders,Chennai Super Kings,219
336005,2007/08,Rajasthan Royals,Chennai Super Kings,219
598046,2013,Mumbai Indians,Chennai Super Kings,218
1082649,2017,Mumbai Indians,Kolkata Knight Riders,218
829807,2015,Sunrisers Hyderabad,Royal Challengers Bangalore,218
1254065,2021,Punjab Kings,Chennai Super Kings,213
1136566,2018,Rajasthan Royals,Delhi Daredevils,213
980943,2016,Sunrisers Hyderabad,Rising Pune Supergiants,212
392213,2009,Royal Challengers Bangalore,Rajasthan Royals,212
336022,2007/08,Delhi Daredevils,Kings XI Punjab,212
392234,2009,Chennai Super Kings,Kings XI Punjab,208
336008,2007/08,Mumbai Indians,Rajasthan Royals,207
392184,2009,Deccan Chargers,Kolkata Knight Riders,205
1136583,2018,Sunrisers Hyderabad,Mumbai Indians,205
336025,2007/08,Kolkata Knight Riders,Chennai Super Kings,204
501229,2011,Kochi Tuskers Kerala,Deccan Chargers,203
392233,2009,Kolkata Knight Riders,Rajasthan Royals,203
548346,2012,Mumbai Indians,Deccan Chargers,201
829763,2015,Royal Challengers Bangalore,Rajasthan Royals,200
1304105,2022,Chennai Super Kings,Mumbai Indians,200
598003,2013,Pune Warriors,Kings XI Punjab,199
548307,2012,Kolkata Knight Riders,Delhi Daredevils,197
980997,2016,Rising Pune Supergiants,Delhi Daredevils,197
980903,2016,Kolkata Knight Riders,Delhi Daredevils,197
501258,2011,Kochi Tuskers Kerala,Rajasthan Royals,195
829757,2015,Delhi Daredevils,Royal Challengers Bangalore,194
501255,2011,Royal Challengers Bangalore,Kolkata Knight Riders,194
501201,2011,Delhi Daredevils,Mumbai Indians,194
392182,2009,Royal Challengers Bangalore,Rajasthan Royals,191
829803,2015,Kings XI Punjab,Royal Challengers Bangalore,190
829813,2015,Royal Challengers Bangalore,Delhi Daredevils,189
501231,2011,Rajasthan Royals,Mumbai Indians,189
598068,2013,Royal Challengers Bangalore,Chennai Super Kings,188
733993,2014,Delhi Daredevils,Sunrisers Hyderabad,187
1254087,2021,Royal Challengers Bangalore,Kolkata Knight Riders,186
548325,2012,Mumbai Indians,Delhi Daredevils,185
419115,2009/10,Royal Challengers Bangalore,Rajasthan Royals,185
1254093,2021,Rajasthan Royals,Mumbai Indians,184
1426270,2024,Gujarat Titans,Delhi Capitals,181
1136608,2018,Kings XI Punjab,Royal Challengers Bangalore,180
1082617,2017,Kolkata Knight Riders,Royal Challengers Bangalore,180
1082648,2017,Sunrisers Hyderabad,Kolkata Knight Riders,176
501245,2011,Kolkata Knight Riders,Chennai Super Kings,175
1216494,2020/21,Kolkata Knight Riders,Royal Challengers Bangalore,169
980989,2016,Kolkata Knight Riders,Rising Pune Supergiants,169
419164,2009/10,Royal Challengers Bangalore,Deccan Chargers,168
501214,2011,Kolkata Knight Riders,Rajasthan Royals,166
392183,2009,Delhi Daredevils,Kings XI Punjab,162
598044,2013,Sunrisers Hyderabad,Delhi Daredevils,161
1082645,2017,Rising Pune Supergiant,Kings XI Punjab,151
729305,2014,Rajasthan Royals,Royal Challengers Bangalore,141
1175356,2019,Royal Challengers Bangalore,Chennai Super Kings,141
1304082,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,140
336021,2007/08,Mumbai Indians,Kolkata Knight Riders,135
1082626,2017,Kings XI Punjab,Delhi Daredevils,135
1359519,2023,Lucknow Super Giants,Chennai Super Kings,125
1178424,2019,Royal Challengers Bangalore,Rajasthan Royals,103
501265,2011,Delhi Daredevils,Pune Warriors,56
